vin,model,primary_failed_part_capital,primary_failed_part,part_family,mileage_bucket,age_bucket,date,manufacturing_date,model_year,telematics_timestamp,dtc_code,dtc_subsystem,dtc_severity,dtc_recommendation,dtc_explanation,dtc_timestamp,claims_count,repairs_count,recalls_count,predicted_claim_prob,supplier_name,supplier_id,supplier_quality_score,defect_rate,failure_description,current_lat,current_lon,city,dealer_name,dealer_lat,dealer_lon,dealer_distance_km,customer_email,customer_mobile,battery_soc,battery_voltage,battery_temperature,battery_health_status,battery_charge_cycles,battery_degradation_pct,engine_rpm,coolant_temperature,water_pump_speed,oil_pressure,engine_load,engine_health_status,brake_pressure,brake_pad_wear_pct,brake_fluid_level,brake_torque,brake_health_status,ambient_temperature,vehicle_speed,anomaly_type,anomaly_timestamp,anomaly_severity,anomaly_description,anomaly_icon
1N4BGPJ1403073,Ariya,Brake Rotor,Brake Rotor,Brakes,10-30k,1-3yr,2025-06-06,2023-07-06,2023,2025-06-06 10:23:23,,,,,,,0,0,0,0.01,Continental Automotive Systems,14B23416,78,0.22,No failure detected,33.995804,-118.255772,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,7.77,bijus.digital.world@gmail.com,+91 9380636750,72.9,374.5,24.0,Normal,1460,7.3,870,183.2,1576,36.6,26.3,Normal,28.0,28.8,Normal,118.2,Normal,64.6,5,,,,,
1N4BGMF1403074,Ariya,HV Battery,HV Battery,Battery,10-30k,<1yr,2025-02-13,2024-09-13,2024,2025-02-13 12:13:42,,,,,,,0,0,0,0.3405,Envision AESC,BA98DA71,75,0.25,No failure detected,40.74289,-74.005099,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,2.54,bijus.digital.world@gmail.com,+91 9380636750,82.6,332.8,22.7,Normal,1820,1.9,821,203.1,1300,32.3,16.2,Normal,31.9,24.8,Normal,107.9,Normal,73.4,0,,,,,
1N4AZPK1403075,Leaf,Torque Converter,Torque Converter,Transmission,10-30k,1-3yr,2025-01-31,2022-02-28,2022,2025-01-31 05:04:51,,,,,,,0,0,0,0.0423,Aisin AW North America,4FC24710,80,0.2,No failure detected,34.066074,-118.294511,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,6.76,bijus.digital.world@gmail.com,+91 9380636750,72.7,330.7,25.6,Warning,1721,12.1,866,187.3,1638,34.7,19.4,Normal,30.7,12.9,Normal,118.4,Normal,73.6,0,,,,,
1N4AAMK1703076,Sentra,Rear Tire,Rear Tire,Tires,60k+,5+yr,2025-03-31,2018-01-19,2018,2025-03-31 03:50:18,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-03-31 03:50:18,1,1,0,0.3813,Bridgestone Americas,18C7AD62,90,0.1,Sidewall cracking from UV exposure,25.757195,-80.131079,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,5.86,bijus.digital.world@gmail.com,+91 9380636750,51.0,11.1,29.0,Critical,1713,3.1,1013,215.2,1412,36.6,24.7,Warning,30.4,60.9,Normal,101.3,Warning,91.2,25,DTC logged,2025-03-31 03:50:18,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4AZRB1703077,Leaf,Brake Pad,Brake Pad,Brakes,30-60k,3-5yr,2025-05-22,2022-05-22,2022,2025-05-22 20:06:11,,,,,,,0,0,0,0.5148,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,33.727559,-84.317369,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,7.58,bijus.digital.world@gmail.com,+91 9380636750,90.0,369.7,34.2,Normal,1002,5.7,697,201.9,1540,33.3,28.4,Normal,29.0,17.4,Normal,101.7,Normal,74.5,0,,,,,
1N4AAPF1703078,Sentra,Brake Pad,Brake Pad,Brakes,30-60k,1-3yr,2025-06-05,2023-09-05,2023,2025-06-05 10:20:26,,,,,,,0,0,0,0.3864,Brembo North America,D984E5F8,95,0.05,No failure detected,47.556831,-122.276605,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,8.3,bijus.digital.world@gmail.com,+91 9380636750,84.0,12.1,18.2,Critical,1916,9.1,862,197.5,1293,42.4,16.3,Normal,28.8,20.0,Normal,113.5,Normal,53.7,0,,,,,
1N4AAMK1903079,Sentra,Clutch,Clutch,Transmission,10-30k,1-3yr,2025-06-11,2023-12-11,2023,2025-06-11 22:28:04,,,,,,,0,0,0,0.0258,Aisin AW North America,4FC24710,80,0.2,No failure detected,36.256927,-115.190431,"Las Vegas, NV",United Nissan,36.1799,-115.1298,10.88,bijus.digital.world@gmail.com,+91 9380636750,97.0,13.4,21.8,Normal,1656,4.5,721,180.0,1301,42.4,13.3,Normal,29.1,14.1,Normal,111.1,Normal,68.6,0,,,,,
1N4AAPA1703080,Sentra,Brake Pad,Brake Pad,Brakes,0-10k,<1yr,2025-05-21,2024-06-21,2024,2025-05-21 06:31:58,,,,,,,0,0,0,0.1209,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,25.674673,-80.189998,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,10.81,bijus.digital.world@gmail.com,+91 9380636750,100.0,11.6,20.9,Critical,619,8.5,890,182.4,1440,46.3,23.7,Normal,30.4,16.9,Normal,116.5,Normal,59.7,10,,,,,
1N4AZNF1203081,Leaf,Front Tire,Front Tire,Tires,10-30k,<1yr,2025-06-21,2025-03-21,2025,2025-06-21 22:41:39,,,,,,,0,0,0,0.1004,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,32.762646,-96.833757,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,5.84,bijus.digital.world@gmail.com,+91 9380636750,90.1,370.4,34.8,Normal,1626,7.5,867,185.7,1307,32.8,24.0,Normal,28.0,20.7,Normal,112.9,Normal,100.0,0,,,,,
1N4BGNB1403082,Ariya,Front Tire,Front Tire,Tires,30-60k,3-5yr,2025-06-05,2021-03-05,2021,2025-06-05 12:54:13,,,,,,,0,0,0,0.2593,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,32.866069,-96.883667,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,13.88,bijus.digital.world@gmail.com,+91 9380636750,87.7,338.1,23.1,Normal,432,10.1,767,203.8,1633,40.8,15.9,Normal,32.0,17.1,Normal,119.1,Normal,87.9,0,,,,,
1N4AARJ1803083,Sentra,Brake Caliper,Brake Caliper,Brakes,0-10k,<1yr,2025-05-29,2024-12-29,2024,2025-05-29 12:06:58,,,,,,,0,0,0,0.01,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,39.690371,-104.913363,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,9.89,bijus.digital.world@gmail.com,+91 9380636750,74.3,13.1,12.1,Normal,1500,7.8,810,191.5,1778,46.5,24.1,Normal,28.6,21.3,Normal,103.1,Normal,56.1,10,,,,,
1N4AAPK1703084,Sentra,Brake Pad,Brake Pad,Brakes,30-60k,5+yr,2025-03-13,2018-01-13,2018,2025-03-13 06:16:55,,,,,,,0,0,0,0.6803,Continental Automotive Systems,14B23416,78,0.22,No failure detected,47.598632,-122.365614,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,5.21,bijus.digital.world@gmail.com,+91 9380636750,96.1,12.3,31.5,Normal,375,3.9,750,197.7,1215,30.0,10.7,Normal,28.0,19.2,Normal,111.8,Normal,100.0,0,,,,,
1N4AZRJ1003085,Leaf,12V Battery,12V Battery,Battery,10-30k,1-3yr,2025-06-12,2022-11-12,2022,2025-06-12 21:25:43,,,,,,,0,0,0,0.0518,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,45.422601,-73.562795,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,9.91,bijus.digital.world@gmail.com,+91 9380636750,43.8,361.4,27.0,Warning,786,1.5,850,201.7,1783,35.0,26.6,Normal,30.6,15.4,Normal,105.1,Normal,84.5,5,,,,,
1N4BGMF1803086,Ariya,12V Battery,12V Battery,Battery,0-10k,<1yr,2025-03-07,2025-01-07,2025,2025-03-07 20:07:36,,,,,,,0,0,0,0.0485,Envision AESC,BA98DA71,75,0.25,No failure detected,33.660351,-84.371243,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,10.98,bijus.digital.world@gmail.com,+91 9380636750,61.8,352.2,22.2,Normal,1863,6.4,740,207.7,1357,46.1,26.9,Normal,31.2,22.7,Normal,108.5,Normal,53.8,0,,,,,
1N4BGRA1803087,Ariya,Brake Rotor,Brake Rotor,Brakes,0-10k,<1yr,2025-01-01,2024-11-01,2024,2025-01-01 01:26:03,,,,,,,0,0,0,0.0245,Brembo North America,D984E5F8,95,0.05,No failure detected,47.675569,-122.363451,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,8.03,bijus.digital.world@gmail.com,+91 9380636750,81.1,364.5,22.9,Normal,920,3.6,689,190.5,1250,43.7,19.8,Normal,28.7,22.9,Normal,101.0,Normal,80.9,10,,,,,
1N4AAMJ1103088,Sentra,Clutch,Clutch,Transmission,0-10k,<1yr,2025-05-31,2024-11-30,2024,2025-05-31 02:04:39,,,,,,,0,0,0,0.01,JATCO North America,BD01AAB5,88,0.12,No failure detected,40.038005,-75.192227,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,9.32,bijus.digital.world@gmail.com,+91 9380636750,97.2,12.8,29.8,Normal,134,2.9,822,200.0,1466,39.9,17.4,Normal,30.0,29.2,Normal,116.7,Normal,71.5,0,,,,,
1N4AZNK1203089,Leaf,HV Battery,HV Battery,Battery,60k+,1-3yr,2025-02-12,2022-12-12,2022,2025-02-12 10:38:51,B1234,Body,CRITICAL,Replace hybrid battery pack,The Battery system has detected a fault requiring diagnostic attention.,2025-02-12 10:38:51,1,1,0,0.8438,Envision AESC,BA98DA71,75,0.25,Connector corrosion causing intermittent power loss,43.667614,-79.442659,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,7.73,bijus.digital.world@gmail.com,+91 9380636750,41.1,301.0,37.4,Critical,932,10.0,1122,186.3,1032,38.6,32.3,Warning,31.5,69.0,Normal,101.6,Warning,83.2,0,DTC logged,2025-02-12 10:38:51,WARNING,Diagnostic trouble code B1234 detected,wrench
1N4BGPB1803090,Ariya,12V Battery,12V Battery,Battery,30-60k,<1yr,2025-04-27,2024-10-27,2024,2025-04-27 21:26:12,,,,,,,0,0,0,0.0827,Envision AESC,BA98DA71,75,0.25,No failure detected,34.090759,-118.281718,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,6.2,bijus.digital.world@gmail.com,+91 9380636750,95.6,322.3,25.2,Critical,1676,1.9,735,200.9,1487,38.6,27.6,Normal,31.0,27.6,Normal,113.8,Normal,56.2,5,,,,,
1N4BGNA1003091,Ariya,12V Battery,12V Battery,Battery,0-10k,<1yr,2025-03-17,2024-08-17,2024,2025-03-17 18:39:03,,,,,,,0,0,0,0.01,Envision AESC,BA98DA71,75,0.25,No failure detected,41.826388,-87.576467,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,8.37,bijus.digital.world@gmail.com,+91 9380636750,44.7,371.6,18.2,Warning,309,2.6,673,199.4,1218,36.3,24.4,Normal,30.5,27.6,Normal,117.7,Normal,91.1,5,,,,,
1N4AAPA1503092,Sentra,Rear Tire,Rear Tire,Tires,10-30k,<1yr,2025-02-18,2024-12-18,2024,2025-02-18 00:28:20,,,,,,,0,0,0,0.1452,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,40.714602,-73.919333,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,10.77,bijus.digital.world@gmail.com,+91 9380636750,83.2,13.4,20.4,Normal,195,10.3,650,180.0,1351,39.0,15.0,Normal,28.0,26.8,Normal,112.1,Normal,63.4,10,,,,,
1N4AAPJ1303093,Sentra,Rear Tire,Rear Tire,Tires,10-30k,3-5yr,2025-02-02,2022-01-02,2022,2025-02-02 22:14:16,,,,,,,0,0,0,0.1472,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,41.883686,-87.692683,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,8.1,bijus.digital.world@gmail.com,+91 9380636750,85.9,12.1,20.5,Critical,623,6.7,833,208.2,1321,35.4,24.3,Normal,28.0,25.5,Normal,111.1,Normal,74.0,10,,,,,
1N4BGRK1003094,Ariya,Battery Cable,Battery Cable,Battery,10-30k,<1yr,2025-02-25,2024-05-25,2024,2025-02-25 06:38:58,,,,,,,0,0,0,0.0359,Envision AESC,BA98DA71,75,0.25,No failure detected,39.81956,-105.008859,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,8.43,bijus.digital.world@gmail.com,+91 9380636750,67.3,359.0,24.8,Normal,1124,3.2,651,185.1,1539,34.5,27.8,Normal,31.1,24.3,Normal,109.3,Normal,48.1,5,,,,,
1N4AARJ1703095,Sentra,Gearbox,Gearbox,Transmission,10-30k,1-3yr,2025-06-30,2023-03-30,2023,2025-06-30 18:03:39,,,,,,,0,0,0,0.0363,JATCO North America,BD01AAB5,88,0.12,No failure detected,45.448533,-122.741823,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,11.78,bijus.digital.world@gmail.com,+91 9380636750,100.0,12.6,24.7,Normal,1043,2.1,814,204.2,1310,38.6,23.9,Normal,32.0,14.8,Normal,107.6,Normal,100.0,25,,,,,
1N4AAPD1403096,Sentra,Clutch,Clutch,Transmission,10-30k,1-3yr,2025-02-21,2024-02-21,2024,2025-02-21 04:41:00,,,,,,,0,0,0,0.0258,Aisin AW North America,4FC24710,80,0.2,No failure detected,29.818598,-95.385476,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,6.06,bijus.digital.world@gmail.com,+91 9380636750,88.9,11.7,24.7,Critical,591,12.9,743,183.7,1215,43.0,24.4,Normal,32.0,13.9,Normal,112.9,Normal,73.3,0,,,,,
1N4AARK1303097,Sentra,HV Battery,HV Battery,Battery,0-10k,<1yr,2025-03-08,2024-11-08,2024,2025-03-08 22:53:26,P0563,Powertrain,CRITICAL,Replace hybrid battery pack,"System voltage is above normal operating range, indicating regulator malfunction.",2025-03-08 22:53:26,1,1,0,0.1943,Envision AESC,BA98DA71,75,0.25,Premature capacity loss from charging cycle wear,40.791719,-73.970865,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,9.14,bijus.digital.world@gmail.com,+91 9380636750,56.7,11.0,29.7,Critical,928,7.4,639,203.0,1052,36.2,39.7,Warning,30.4,65.7,Normal,111.9,Warning,47.7,0,DTC logged,2025-03-08 22:53:26,INFO,Diagnostic trouble code P0563 detected,wrench
1N4AAMJ1103098,Sentra,Brake Rotor,Brake Rotor,Brakes,0-10k,1-3yr,2025-05-16,2022-10-16,2022,2025-05-16 19:12:38,,,,,,,0,0,0,0.028,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,49.358015,-123.097637,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,7.39,bijus.digital.world@gmail.com,+91 9380636750,79.5,11.5,19.1,Critical,1563,12.6,697,188.9,1305,44.8,17.2,Normal,28.0,25.5,Normal,111.1,Normal,79.8,0,,,,,
1N4AZRJ1703099,Leaf,Front Tire,Front Tire,Tires,0-10k,<1yr,2025-05-05,2024-11-05,2024,2025-05-05 09:21:25,,,,,,,0,0,0,0.098,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,33.977245,-118.309826,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,12.66,bijus.digital.world@gmail.com,+91 9380636750,89.3,311.7,13.6,Critical,1142,1.7,751,185.1,1508,46.0,23.8,Normal,29.4,24.8,Normal,109.0,Normal,55.3,25,,,,,
1N4AARD1703100,Sentra,Battery Cable,Battery Cable,Battery,0-10k,1-3yr,2025-01-19,2022-11-19,2022,2025-01-19 12:58:15,,,,,,,0,0,0,0.0509,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,39.865213,-75.208443,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,12.32,bijus.digital.world@gmail.com,+91 9380636750,82.2,13.4,28.6,Normal,429,13.9,733,195.6,1307,37.8,15.0,Normal,31.7,18.6,Normal,117.5,Normal,75.4,0,,,,,
1N4AANB1503101,Sentra,Brake Caliper,Brake Caliper,Brakes,0-10k,<1yr,2025-04-01,2024-12-01,2024,2025-04-01 10:25:24,,,,,,,0,0,0,0.0341,Continental Automotive Systems,14B23416,78,0.22,No failure detected,45.592317,-122.604706,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,10.27,bijus.digital.world@gmail.com,+91 9380636750,81.4,12.0,18.4,Critical,742,1.7,873,183.8,1721,38.5,15.7,Normal,32.0,13.2,Normal,118.3,Normal,34.7,0,,,,,
1N4BGNA1603102,Ariya,Brake Pad,Brake Pad,Brakes,60k+,5+yr,2025-01-09,2018-05-29,2018,2025-01-09 18:49:46,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-01-09 18:49:46,1,1,0,0.99,Brembo North America,D984E5F8,95,0.05,Caliper piston seal failure,45.524389,-122.760202,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,10.19,bijus.digital.world@gmail.com,+91 9380636750,45.0,300.1,44.9,Critical,1942,11.7,1153,208.5,1290,44.0,20.6,Warning,25.7,79.7,Low,93.3,Critical,62.6,0,DTC logged,2025-01-09 18:49:46,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4BGPJ1903103,Ariya,HV Battery,HV Battery,Battery,30-60k,<1yr,2025-04-11,2024-08-11,2024,2025-04-11 11:21:10,P0A7F,Battery,CRITICAL,Replace hybrid battery pack,The hybrid battery pack has deteriorated beyond acceptable limits.,2025-04-11 11:21:10,1,1,0,0.4215,AESC (Automotive Energy Supply),97330D39,88,0.12,Cell degradation due to thermal stress,33.527679,-112.041207,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,8.1,bijus.digital.world@gmail.com,+91 9380636750,28.4,300.7,25.0,Critical,750,3.8,738,199.8,1341,46.0,36.4,Warning,30.6,66.4,Normal,107.9,Warning,85.7,15,DTC logged,2025-04-11 11:21:10,WARNING,Diagnostic trouble code P0A7F detected,wrench
1N4AAPK1403104,Sentra,Spare Tire,Spare Tire,Tires,0-10k,<1yr,2025-06-11,2024-11-11,2024,2025-06-11 02:25:21,,,,,,,0,0,0,0.0397,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,39.750011,-104.949579,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,3.41,bijus.digital.world@gmail.com,+91 9380636750,56.1,13.2,18.0,Normal,1454,12.1,713,197.3,1512,40.3,26.4,Normal,31.1,16.6,Normal,115.3,Normal,100.0,0,,,,,
1N4AZMJ1403105,Leaf,Torque Converter,Torque Converter,Transmission,10-30k,<1yr,2025-01-07,2024-07-07,2024,2025-01-07 00:55:53,,,,,,,0,0,0,0.0115,JATCO North America,BD01AAB5,88,0.12,No failure detected,45.537182,-122.742184,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,8.3,bijus.digital.world@gmail.com,+91 9380636750,82.8,353.1,29.7,Normal,1725,13.0,789,191.4,1671,38.9,26.2,Normal,30.9,14.3,Normal,117.1,Normal,84.7,5,,,,,
1N4AANF1003106,Sentra,Brake Pad,Brake Pad,Brakes,10-30k,<1yr,2025-03-13,2024-12-13,2024,2025-03-13 21:42:32,,,,,,,0,0,0,0.1993,Brembo North America,D984E5F8,95,0.05,No failure detected,32.822826,-96.853577,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,8.41,bijus.digital.world@gmail.com,+91 9380636750,97.3,11.8,23.8,Critical,463,7.1,862,191.6,1298,32.9,11.2,Normal,32.0,25.2,Normal,102.3,Normal,43.2,0,,,,,
1N4AZPB1203107,Leaf,Clutch,Clutch,Transmission,0-10k,<1yr,2025-01-06,2024-12-06,2024,2025-01-06 06:49:53,,,,,,,0,0,0,0.01,Aisin AW North America,4FC24710,80,0.2,No failure detected,39.901068,-75.213488,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,9.41,bijus.digital.world@gmail.com,+91 9380636750,76.9,363.8,22.6,Normal,1524,5.6,680,210.0,1359,43.8,10.5,Normal,28.8,26.1,Normal,110.7,Normal,72.3,0,,,,,
1N4AZMD1603108,Leaf,HV Battery,HV Battery,Battery,30-60k,1-3yr,2025-02-11,2023-04-11,2023,2025-02-11 04:36:17,,,,,,,0,0,0,0.587,LG Energy Solution,A1D0557A,92,0.08,No failure detected,45.429087,-73.51721,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,10.19,bijus.digital.world@gmail.com,+91 9380636750,47.6,372.1,20.5,Warning,1060,9.9,679,189.0,1266,34.7,19.0,Normal,31.0,16.8,Normal,110.4,Normal,92.9,0,,,,,
1N4AAMF1303109,Sentra,Battery Cable,Battery Cable,Battery,10-30k,3-5yr,2025-01-20,2020-07-20,2020,2025-01-20 12:57:41,,,,,,,0,0,0,0.061,Envision AESC,BA98DA71,75,0.25,No failure detected,29.84022,-95.427818,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,10.82,bijus.digital.world@gmail.com,+91 9380636750,93.6,12.7,31.4,Normal,1201,11.5,782,192.0,1547,33.1,10.9,Normal,32.0,22.6,Normal,115.3,Normal,73.7,0,,,,,
1N4AANA1603110,Sentra,Battery Cable,Battery Cable,Battery,0-10k,<1yr,2025-01-13,2024-02-13,2024,2025-01-13 09:23:55,,,,,,,0,0,0,0.027,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,34.009677,-118.175232,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,8.72,bijus.digital.world@gmail.com,+91 9380636750,60.5,12.6,20.1,Normal,878,5.6,879,202.6,1321,44.1,20.4,Normal,31.1,18.4,Normal,107.8,Normal,66.0,10,,,,,
1N4AZRB1903111,Leaf,Spare Tire,Spare Tire,Tires,30-60k,1-3yr,2025-01-17,2022-08-17,2022,2025-01-17 02:58:29,,,,,,,0,0,0,0.1008,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,33.717649,-84.337369,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,6.43,bijus.digital.world@gmail.com,+91 9380636750,53.9,352.9,24.5,Normal,1537,1.9,690,187.8,1714,39.4,25.4,Normal,29.4,21.0,Normal,118.1,Normal,97.3,0,,,,,
1N4AZNF1103112,Leaf,Front Tire,Front Tire,Tires,30-60k,<1yr,2025-03-14,2024-09-14,2024,2025-03-14 13:08:53,C1711,Brakes,LOW,Inspect Front Tire and related systems,The Tires system has detected a fault requiring diagnostic attention.,2025-03-14 13:08:53,1,0,0,0.1707,Goodyear Tire & Rubber,819C1E2D,85,0.15,Belt failure causing vibration,36.105035,-115.212593,"Las Vegas, NV",United Nissan,36.1799,-115.1298,12.39,bijus.digital.world@gmail.com,+91 9380636750,36.4,301.5,38.0,Critical,1430,10.5,1031,213.2,1148,32.6,38.7,Warning,30.7,64.3,Normal,117.8,Warning,89.5,5,DTC logged,2025-03-14 13:08:53,INFO,Diagnostic trouble code C1711 detected,wrench
1N4AANK1503113,Sentra,Gearbox,Gearbox,Transmission,10-30k,5+yr,2025-03-03,2019-01-03,2019,2025-03-03 09:08:39,,,,,,,0,0,0,0.1258,JATCO North America,BD01AAB5,88,0.12,No failure detected,36.121071,-115.206647,"Las Vegas, NV",United Nissan,36.1799,-115.1298,10.74,bijus.digital.world@gmail.com,+91 9380636750,80.7,13.4,20.9,Normal,147,14.9,779,199.3,1727,36.0,17.1,Normal,32.0,25.6,Normal,118.5,Normal,86.0,0,,,,,
1N4BGPK1903114,Ariya,Brake Pad,Brake Pad,Brakes,0-10k,<1yr,2025-03-23,2024-12-23,2024,2025-03-23 12:16:41,,,,,,,0,0,0,0.1732,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,25.737376,-80.190539,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,3.93,bijus.digital.world@gmail.com,+91 9380636750,99.4,355.1,27.3,Normal,504,3.0,755,189.0,1739,35.6,25.2,Normal,28.9,17.0,Normal,109.8,Normal,89.3,5,,,,,
1N4AZPA1203115,Leaf,Rear Tire,Rear Tire,Tires,60k+,5+yr,2025-01-17,2018-11-01,2018,2025-01-17 15:07:11,,,,,,,0,0,0,0.3993,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,29.680941,-95.401512,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,10.96,bijus.digital.world@gmail.com,+91 9380636750,77.2,325.6,22.8,Critical,469,8.4,658,198.9,1707,42.0,28.5,Normal,28.0,23.1,Normal,102.6,Normal,84.5,10,,,,,
1N4AANB1703116,Sentra,Brake Pad,Brake Pad,Brakes,0-10k,1-3yr,2025-01-18,2022-09-18,2022,2025-01-18 02:52:36,,,,,,,0,0,0,0.1861,Continental Automotive Systems,14B23416,78,0.22,No failure detected,40.754061,-73.981135,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,5.2,bijus.digital.world@gmail.com,+91 9380636750,85.9,13.0,20.0,Normal,1754,11.6,858,193.8,1400,37.7,23.1,Normal,28.6,14.5,Normal,111.3,Normal,69.2,30,,,,,
1N4AZPK1003117,Leaf,Spare Tire,Spare Tire,Tires,0-10k,1-3yr,2025-04-27,2022-12-27,2022,2025-04-27 15:25:26,,,,,,,0,0,0,0.0144,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,34.131119,-118.167664,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,10.59,bijus.digital.world@gmail.com,+91 9380636750,100.0,357.6,31.8,Normal,1242,7.2,782,197.8,1657,48.5,20.6,Normal,28.0,11.4,Normal,112.3,Normal,87.0,0,,,,,
1N4BGRK1203118,Ariya,Brake Pad,Brake Pad,Brakes,10-30k,1-3yr,2025-04-09,2023-07-09,2023,2025-04-09 08:33:02,,,,,,,0,0,0,0.273,Brembo North America,D984E5F8,95,0.05,No failure detected,33.783955,-84.331964,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,5.81,bijus.digital.world@gmail.com,+91 9380636750,93.7,347.3,16.1,Normal,834,13.4,819,195.7,1616,38.6,23.4,Normal,32.0,14.1,Normal,118.3,Normal,64.0,0,,,,,
1N4BGMJ1903119,Ariya,Gearbox,Gearbox,Transmission,10-30k,<1yr,2025-02-13,2024-11-13,2024,2025-02-13 02:14:22,,,,,,,0,0,0,0.0323,Aisin AW North America,4FC24710,80,0.2,No failure detected,42.351271,-71.133855,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,9.66,bijus.digital.world@gmail.com,+91 9380636750,69.7,346.5,26.5,Normal,1075,13.8,869,192.2,1490,41.8,23.7,Normal,32.0,17.3,Normal,117.3,Normal,73.8,0,,,,,
1N4BGPA1403120,Ariya,HV Battery,HV Battery,Battery,10-30k,<1yr,2025-03-11,2024-04-11,2024,2025-03-11 22:06:22,B1234,Body,CRITICAL,Replace hybrid battery pack,The Battery system has detected a fault requiring diagnostic attention.,2025-03-11 22:06:22,1,1,0,0.2575,AESC (Automotive Energy Supply),97330D39,88,0.12,Thermal runaway protection system malfunction,34.066975,-118.306403,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,8.09,bijus.digital.world@gmail.com,+91 9380636750,42.7,300.3,32.5,Critical,1218,8.4,1011,199.3,1231,46.9,30.8,Warning,29.8,69.7,Normal,105.4,Warning,64.1,0,DTC logged,2025-03-11 22:06:22,WARNING,Diagnostic trouble code B1234 detected,wrench
