vin,model,primary_failed_part_capital,primary_failed_part,part_family,mileage_bucket,age_bucket,date,manufacturing_date,dtc_code,claims_count,repairs_count,recalls_count,predicted_claim_prob,supplier_name,supplier_id,supplier_quality_score,defect_rate,failure_description,current_lat,current_lon,city,dealer_name,dealer_lat,dealer_lon,dealer_distance_km,customer_email,customer_mobile
1N4AARF1002772,Sentra,Gearbox,Gearbox,Transmission,60k+,3-5yr,2025-06-19,2022-06-19,,0,0,0,0.1579,Aisin AW North America,4FC24710,80,0.2,No failure detected,40.70307,-74.079694,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,7.4,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPA1702773,Ariya,Brake Pad,Brake Pad,Brakes,10-30k,3-5yr,2025-01-07,2022-01-07,C1202,0,1,0,0.3067,Akebono Brake Corporation,4AC396F1,82,0.18,Hydraulic fluid contamination,34.054002,-118.161538,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,8.06,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRK1502774,Ariya,Clutch,Clutch,Transmission,30-60k,<1yr,2025-04-28,2024-12-28,,0,0,0,0.01,JATCO North America,BD01AAB5,88,0.12,No failure detected,39.924312,-75.252407,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,11.6,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNA1502775,Leaf,Brake Caliper,Brake Caliper,Brakes,10-30k,1-3yr,2025-06-23,2023-09-23,,0,0,0,0.0554,Continental Automotive Systems,14B23416,78,0.22,No failure detected,42.437397,-71.137999,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,12.39,bijus.digital.world@gmail.com,+91 9380636750
1N4AANK1302776,Sentra,Brake Rotor,Brake Rotor,Brakes,30-60k,1-3yr,2025-03-22,2023-12-22,,0,0,0,0.0503,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,33.67909,-84.380793,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,8.88,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPA1302777,Leaf,12V Battery,12V Battery,Battery,30-60k,5+yr,2025-04-09,2018-04-03,B1235,1,0,0,0.0829,Envision AESC,BA98DA71,75,0.25,Cell degradation due to thermal stress,29.741661,-95.421512,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,7.56,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNK1102778,Ariya,Brake Rotor,Brake Rotor,Brakes,30-60k,1-3yr,2025-06-01,2023-09-01,,0,0,0,0.0304,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,37.819224,-122.408229,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,3.81,bijus.digital.world@gmail.com,+91 9380636750
1N4AANB1802779,Sentra,Brake Caliper,Brake Caliper,Brakes,0-10k,<1yr,2025-03-14,2024-12-14,,0,0,0,0.0808,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,29.68058,-95.408178,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,11.32,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPF1902780,Leaf,12V Battery,12V Battery,Battery,60k+,5+yr,2025-03-24,2020-02-24,,0,0,0,0.1233,Envision AESC,BA98DA71,75,0.25,No failure detected,39.996564,-75.172407,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,4.23,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPB1702781,Sentra,Brake Rotor,Brake Rotor,Brakes,30-60k,3-5yr,2025-02-10,2021-01-10,,0,0,0,0.0841,Continental Automotive Systems,14B23416,78,0.22,No failure detected,47.656831,-122.359307,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,6.12,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPF1302782,Sentra,Rear Tire,Rear Tire,Tires,0-10k,<1yr,2025-01-16,2024-08-16,,0,0,0,0.0502,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,29.68995,-95.437548,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,12.42,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPF1602783,Sentra,Clutch,Clutch,Transmission,10-30k,1-3yr,2025-06-16,2023-12-16,,0,0,0,0.0309,ZF Friedrichshafen NA,67A49191,72,0.28,No failure detected,36.177468,-115.158539,"Las Vegas, NV",United Nissan,36.1799,-115.1298,3.2,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRD1302784,Ariya,Torque Converter,Torque Converter,Transmission,10-30k,3-5yr,2025-01-17,2020-11-17,,0,0,0,0.0596,JATCO North America,BD01AAB5,88,0.12,No failure detected,37.760486,-122.447328,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,5.01,bijus.digital.world@gmail.com,+91 9380636750
1N4AAMD1602785,Sentra,Brake Pad,Brake Pad,Brakes,10-30k,<1yr,2025-05-23,2024-10-23,C1201,1,0,0,0.1739,Brembo North America,D984E5F8,95,0.05,Pad material decomposition from excessive heat,37.697242,-122.355256,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,11.44,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNF1202786,Leaf,Spare Tire,Spare Tire,Tires,30-60k,5+yr,2025-04-03,2020-04-03,,0,0,0,0.2103,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,49.314952,-123.047367,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,7.45,bijus.digital.world@gmail.com,+91 9380636750
1N4AARD1902787,Sentra,Front Tire,Front Tire,Tires,10-30k,1-3yr,2025-06-02,2024-04-02,,0,0,0,0.1125,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,25.760979,-80.177025,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,1.3,bijus.digital.world@gmail.com,+91 9380636750
1N4AAMF1302788,Sentra,Battery Cable,Battery Cable,Battery,30-60k,<1yr,2025-02-23,2024-08-23,P0A80,1,0,0,0.0478,LG Energy Solution,A1D0557A,92,0.08,Thermal runaway protection system malfunction,34.005353,-118.230006,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,6.32,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPK1202789,Ariya,Brake Caliper,Brake Caliper,Brakes,60k+,3-5yr,2025-01-14,2020-02-14,,0,0,0,0.1913,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,42.304244,-71.041423,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,7.36,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPD1802790,Leaf,Brake Caliper,Brake Caliper,Brakes,60k+,5+yr,2025-03-07,2018-12-07,,0,0,0,0.2285,Continental Automotive Systems,14B23416,78,0.22,No failure detected,29.77067,-95.386737,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,2.99,bijus.digital.world@gmail.com,+91 9380636750
1N4AAMD1402791,Sentra,Spare Tire,Spare Tire,Tires,0-10k,<1yr,2025-03-04,2024-09-04,,0,0,0,0.0531,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,32.850754,-96.867991,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,11.46,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRD1602792,Leaf,HV Battery,HV Battery,Battery,10-30k,3-5yr,2025-06-20,2022-06-20,P0A7F,1,1,0,0.498,AESC (Automotive Energy Supply),97330D39,88,0.12,Premature capacity loss from charging cycle wear,40.628115,-73.991405,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,10.86,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRJ1702793,Leaf,Spare Tire,Spare Tire,Tires,30-60k,1-3yr,2025-02-02,2022-09-02,,0,0,0,0.1242,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,49.349186,-123.167727,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,8.91,bijus.digital.world@gmail.com,+91 9380636750
1N4AZMD1102794,Leaf,Battery Cable,Battery Cable,Battery,0-10k,1-3yr,2025-03-13,2023-10-13,,0,0,0,0.01,LG Energy Solution,A1D0557A,92,0.08,No failure detected,49.2227,-123.051691,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,10.16,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPK1302795,Ariya,Clutch,Clutch,Transmission,10-30k,1-3yr,2025-04-30,2023-01-30,,0,0,0,0.01,JATCO North America,BD01AAB5,88,0.12,No failure detected,32.743367,-96.725288,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,8.37,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPA1302796,Ariya,12V Battery,12V Battery,Battery,30-60k,3-5yr,2025-04-30,2022-04-30,,0,0,0,0.0366,LG Energy Solution,A1D0557A,92,0.08,No failure detected,37.755621,-122.364625,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,5.94,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRJ1602797,Leaf,Torque Converter,Torque Converter,Transmission,10-30k,1-3yr,2025-04-27,2022-11-27,,0,0,0,0.01,Aisin AW North America,4FC24710,80,0.2,No failure detected,45.582768,-122.627229,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,7.86,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRA1802798,Leaf,Battery Cable,Battery Cable,Battery,0-10k,<1yr,2025-03-16,2024-10-16,P0A80,0,1,0,0.0692,LG Energy Solution,A1D0557A,92,0.08,Connector corrosion causing intermittent power loss,37.703008,-122.386607,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,9.44,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPD1002799,Ariya,Front Tire,Front Tire,Tires,30-60k,1-3yr,2025-04-10,2023-08-10,C1201,1,1,0,0.1977,Bridgestone Americas,18C7AD62,90,0.1,Tread separation due to manufacturing defect,47.621155,-122.400208,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,8.69,bijus.digital.world@gmail.com,+91 9380636750
1N4AZND1902800,Leaf,Gearbox,Gearbox,Transmission,0-10k,<1yr,2025-01-18,2024-09-18,,0,0,0,0.0749,JATCO North America,BD01AAB5,88,0.12,No failure detected,36.122873,-115.184124,"Las Vegas, NV",United Nissan,36.1799,-115.1298,8.74,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPJ1902801,Leaf,HV Battery,HV Battery,Battery,0-10k,<1yr,2025-04-21,2024-10-21,,0,0,0,0.2012,Envision AESC,BA98DA71,75,0.25,No failure detected,45.477736,-73.632525,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,9.16,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPJ1202802,Leaf,Clutch,Clutch,Transmission,30-60k,1-3yr,2025-01-21,2022-05-21,,0,0,0,0.0404,Aisin AW North America,4FC24710,80,0.2,No failure detected,42.308388,-71.000882,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,8.68,bijus.digital.world@gmail.com,+91 9380636750
1N4BGND1802803,Ariya,Gearbox,Gearbox,Transmission,10-30k,<1yr,2025-05-08,2024-11-08,P0731,0,0,1,0.0791,ZF Friedrichshafen NA,67A49191,72,0.28,Transmission control module software fault,29.72076,-95.316286,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,7.33,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNF1302804,Leaf,Brake Caliper,Brake Caliper,Brakes,60k+,1-3yr,2025-02-27,2022-03-27,,0,0,0,0.1448,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,33.665937,-84.379532,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,10.33,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPB1602805,Ariya,Brake Rotor,Brake Rotor,Brakes,10-30k,1-3yr,2025-06-12,2023-12-12,,0,0,0,0.0256,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,47.632146,-122.355163,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,4.07,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNA1202806,Ariya,Torque Converter,Torque Converter,Transmission,10-30k,1-3yr,2025-06-07,2023-12-07,,0,0,0,0.032,JATCO North America,BD01AAB5,88,0.12,No failure detected,39.761002,-105.034624,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,6.17,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRJ1302807,Ariya,Spare Tire,Spare Tire,Tires,10-30k,3-5yr,2025-04-17,2021-02-17,C1201,1,0,0,0.0752,Bridgestone Americas,18C7AD62,90,0.1,Tread separation due to manufacturing defect,33.75945,-84.335207,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,4.75,bijus.digital.world@gmail.com,+91 9380636750
1N4BGMD1302808,Ariya,Brake Pad,Brake Pad,Brakes,0-10k,1-3yr,2025-01-27,2022-02-27,C1202,0,1,0,0.1748,Akebono Brake Corporation,4AC396F1,82,0.18,Pad material decomposition from excessive heat,45.544763,-73.645678,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,10.47,bijus.digital.world@gmail.com,+91 9380636750
1N4AAMA1302809,Sentra,Battery Cable,Battery Cable,Battery,30-60k,5+yr,2025-03-21,2018-02-05,,0,0,0,0.1379,LG Energy Solution,A1D0557A,92,0.08,No failure detected,45.460799,-73.634868,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,10.3,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRD1702810,Leaf,Front Tire,Front Tire,Tires,0-10k,<1yr,2025-06-08,2025-02-08,C1710,1,1,0,0.0864,Goodyear Tire & Rubber,819C1E2D,85,0.15,Tread separation due to manufacturing defect,49.330448,-123.125745,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,4.51,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPA1402811,Ariya,HV Battery,HV Battery,Battery,30-60k,3-5yr,2025-01-17,2021-02-17,P0A80,1,0,0,0.8651,LG Energy Solution,A1D0557A,92,0.08,Thermal runaway protection system malfunction,32.722105,-96.853216,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,10.27,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNA1802812,Leaf,12V Battery,12V Battery,Battery,30-60k,1-3yr,2025-05-14,2022-06-14,,0,0,0,0.0308,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,36.24972,-115.136557,"Las Vegas, NV",United Nissan,36.1799,-115.1298,7.79,bijus.digital.world@gmail.com,+91 9380636750
1N4BGMJ1602813,Ariya,Clutch,Clutch,Transmission,0-10k,<1yr,2025-02-06,2024-05-06,,0,0,0,0.01,Aisin AW North America,4FC24710,80,0.2,No failure detected,25.845304,-80.253782,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,11.43,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPB1102814,Ariya,12V Battery,12V Battery,Battery,30-60k,1-3yr,2025-06-18,2023-10-18,P0A80,0,1,0,0.0649,LG Energy Solution,A1D0557A,92,0.08,Cell degradation due to thermal stress,36.143954,-115.207548,"Las Vegas, NV",United Nissan,36.1799,-115.1298,9.51,bijus.digital.world@gmail.com,+91 9380636750
1N4AAMD1402815,Sentra,Gearbox,Gearbox,Transmission,30-60k,<1yr,2025-04-12,2024-08-12,P0730,0,1,0,0.084,Aisin AW North America,4FC24710,80,0.2,Solenoid valve sticking causing shift delays,36.24972,-115.054935,"Las Vegas, NV",United Nissan,36.1799,-115.1298,11.36,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRD1102816,Ariya,Spare Tire,Spare Tire,Tires,30-60k,5+yr,2025-01-04,2018-09-04,C1201,1,1,0,0.2223,Bridgestone Americas,18C7AD62,90,0.1,Belt failure causing vibration,36.207017,-115.054935,"Las Vegas, NV",United Nissan,36.1799,-115.1298,8.84,bijus.digital.world@gmail.com,+91 9380636750
1N4BGMF1502817,Ariya,Torque Converter,Torque Converter,Transmission,0-10k,1-3yr,2025-06-17,2023-07-17,P0733,1,1,0,0.0452,ZF Friedrichshafen NA,67A49191,72,0.28,Gear synchronizer wear,39.933861,-75.079975,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,8.94,bijus.digital.world@gmail.com,+91 9380636750
1N4BGMD1302818,Ariya,Brake Caliper,Brake Caliper,Brakes,10-30k,3-5yr,2025-02-22,2021-01-22,,0,0,0,0.0259,Brembo North America,D984E5F8,95,0.05,No failure detected,41.820803,-87.635746,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,7.68,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRJ1502819,Ariya,Spare Tire,Spare Tire,Tires,10-30k,1-3yr,2025-03-05,2022-08-05,,0,0,0,0.0328,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,45.550709,-73.613426,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,7.59,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRF1702820,Ariya,Gearbox,Gearbox,Transmission,10-30k,5+yr,2025-05-06,2018-09-15,,0,0,0,0.1097,Aisin AW North America,4FC24710,80,0.2,No failure detected,33.455607,-112.094901,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,3.44,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPB1902821,Leaf,Clutch,Clutch,Transmission,60k+,5+yr,2025-06-30,2020-06-30,,0,0,0,0.1191,JATCO North America,BD01AAB5,88,0.12,No failure detected,45.467826,-73.634327,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,9.84,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPD1602822,Leaf,Front Tire,Front Tire,Tires,0-10k,<1yr,2025-02-02,2024-08-02,C1201,1,1,0,0.1185,Bridgestone Americas,18C7AD62,90,0.1,Uneven wear from alignment issues,49.339277,-123.197637,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,10.95,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNA1502823,Leaf,Rear Tire,Rear Tire,Tires,0-10k,<1yr,2025-05-08,2024-11-08,,0,0,0,0.0599,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,36.108459,-115.080881,"Las Vegas, NV",United Nissan,36.1799,-115.1298,9.61,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNB1602824,Leaf,HV Battery,HV Battery,Battery,0-10k,<1yr,2025-02-25,2025-01-25,,0,0,0,0.2683,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,25.713772,-80.266034,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,11.35,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPD1602825,Leaf,Torque Converter,Torque Converter,Transmission,0-10k,<1yr,2025-01-21,2024-06-21,,0,0,0,0.01,Aisin AW North America,4FC24710,80,0.2,No failure detected,49.199277,-123.112772,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,10.37,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPF1602826,Sentra,Battery Cable,Battery Cable,Battery,0-10k,<1yr,2025-03-11,2024-06-11,,0,0,0,0.0293,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,33.696027,-84.37845,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,6.99,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPD1302827,Ariya,Brake Rotor,Brake Rotor,Brakes,60k+,3-5yr,2025-05-06,2021-05-06,C1201,0,1,0,0.1039,Brembo North America,D984E5F8,95,0.05,Rotor warping due to thermal cycling,39.732894,-104.924714,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,6.43,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPF1202828,Ariya,Front Tire,Front Tire,Tires,10-30k,1-3yr,2025-03-04,2023-04-04,,0,0,0,0.1258,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,33.685577,-84.467459,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,12.85,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPK1202829,Leaf,Torque Converter,Torque Converter,Transmission,60k+,5+yr,2025-06-23,2018-10-20,P0756,0,1,0,0.1476,ZF Friedrichshafen NA,67A49191,72,0.28,Clutch pack degradation from thermal stress,29.71085,-95.42962,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,10.19,bijus.digital.world@gmail.com,+91 9380636750
1N4AZND1202830,Leaf,Battery Cable,Battery Cable,Battery,0-10k,<1yr,2025-04-22,2024-06-22,,0,0,0,0.01,LG Energy Solution,A1D0557A,92,0.08,No failure detected,36.21008,-115.185746,"Las Vegas, NV",United Nissan,36.1799,-115.1298,7.06,bijus.digital.world@gmail.com,+91 9380636750
1N4AZMB1902831,Leaf,HV Battery,HV Battery,Battery,10-30k,1-3yr,2025-05-16,2022-11-16,,0,0,0,0.2761,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,37.745891,-122.391652,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,4.76,bijus.digital.world@gmail.com,+91 9380636750
1N4AANK1202832,Sentra,Gearbox,Gearbox,Transmission,0-10k,<1yr,2025-03-28,2025-02-28,,0,0,0,0.0429,JATCO North America,BD01AAB5,88,0.12,No failure detected,33.40858,-111.990216,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,9.88,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNA1202833,Ariya,Gearbox,Gearbox,Transmission,0-10k,<1yr,2025-01-17,2024-10-17,,0,0,0,0.0763,JATCO North America,BD01AAB5,88,0.12,No failure detected,33.493445,-112.017964,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,6.42,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPD1802834,Ariya,Brake Rotor,Brake Rotor,Brakes,30-60k,3-5yr,2025-01-07,2022-01-07,,0,0,0,0.0451,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,29.682562,-95.334485,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,10.15,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPB1902835,Sentra,Clutch,Clutch,Transmission,10-30k,1-3yr,2025-03-04,2023-03-04,,0,0,0,0.0283,JATCO North America,BD01AAB5,88,0.12,No failure detected,39.878546,-75.205921,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,10.9,bijus.digital.world@gmail.com,+91 9380636750
1N4BGND1202836,Ariya,Battery Cable,Battery Cable,Battery,10-30k,5+yr,2025-06-28,2018-04-17,,0,0,0,0.082,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,42.371451,-71.040161,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,0.98,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPB1102837,Ariya,Brake Rotor,Brake Rotor,Brakes,10-30k,<1yr,2025-04-28,2024-11-28,C1201,0,1,0,0.0231,Brembo North America,D984E5F8,95,0.05,Rotor warping due to thermal cycling,25.729628,-80.182611,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,4.67,bijus.digital.world@gmail.com,+91 9380636750
1N4AARK1202838,Sentra,Brake Pad,Brake Pad,Brakes,0-10k,<1yr,2025-05-08,2024-08-08,,0,0,0,0.208,Brembo North America,D984E5F8,95,0.05,No failure detected,29.831571,-95.292863,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,10.07,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRA1302839,Ariya,Spare Tire,Spare Tire,Tires,0-10k,1-3yr,2025-06-19,2023-03-19,,0,0,0,0.0373,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,43.640407,-79.339777,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,4.49,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRA1202840,Leaf,Front Tire,Front Tire,Tires,0-10k,<1yr,2025-06-11,2025-01-11,,0,0,0,0.0522,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,49.350268,-123.15043,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,7.76,bijus.digital.world@gmail.com,+91 9380636750
1N4AAMJ1002841,Sentra,Battery Cable,Battery Cable,Battery,10-30k,<1yr,2025-05-17,2024-12-17,,0,0,0,0.0184,LG Energy Solution,A1D0557A,92,0.08,No failure detected,45.574132,-73.639913,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,11.49,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNF1102842,Ariya,Torque Converter,Torque Converter,Transmission,0-10k,1-3yr,2025-01-05,2022-02-05,,0,0,0,0.017,Aisin AW North America,4FC24710,80,0.2,No failure detected,42.351632,-71.147188,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,11.1,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRA1502843,Ariya,Battery Cable,Battery Cable,Battery,10-30k,1-3yr,2025-04-21,2024-04-21,,0,0,0,0.0817,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,29.728148,-95.368178,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,4.78,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNK1202844,Ariya,Torque Converter,Torque Converter,Transmission,0-10k,<1yr,2025-02-15,2024-05-15,,0,0,0,0.01,JATCO North America,BD01AAB5,88,0.12,No failure detected,40.7528,-73.96618,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,6.46,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRF1202845,Ariya,Battery Cable,Battery Cable,Battery,10-30k,1-3yr,2025-01-02,2022-02-02,,0,0,0,0.0348,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,33.816027,-84.306559,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,10.15,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRK1902846,Leaf,HV Battery,HV Battery,Battery,10-30k,3-5yr,2025-04-02,2021-08-02,,0,0,0,0.4271,LG Energy Solution,A1D0557A,92,0.08,No failure detected,41.954136,-87.573223,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,8.97,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRA1802847,Leaf,Brake Caliper,Brake Caliper,Brakes,10-30k,1-3yr,2025-04-20,2023-03-20,,0,0,0,0.0546,Continental Automotive Systems,14B23416,78,0.22,No failure detected,37.74499,-122.456337,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,6.84,bijus.digital.world@gmail.com,+91 9380636750
1N4AANF1902848,Sentra,Rear Tire,Rear Tire,Tires,0-10k,<1yr,2025-03-13,2024-04-13,,0,0,0,0.0929,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,43.702389,-79.44338,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,8.92,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPA1202849,Sentra,Battery Cable,Battery Cable,Battery,0-10k,<1yr,2025-05-23,2025-02-23,,0,0,0,0.0269,Envision AESC,BA98DA71,75,0.25,No failure detected,32.787511,-96.83718,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,5.57,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPA1902850,Leaf,12V Battery,12V Battery,Battery,60k+,5+yr,2025-05-04,2019-02-04,,0,0,0,0.1109,Envision AESC,BA98DA71,75,0.25,No failure detected,47.680434,-122.376244,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,9.33,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNJ1702851,Ariya,Rear Tire,Rear Tire,Tires,0-10k,3-5yr,2025-06-09,2022-06-09,C1201,1,1,0,0.1237,Bridgestone Americas,18C7AD62,90,0.1,Tread separation due to manufacturing defect,39.933321,-75.19529,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,5.51,bijus.digital.world@gmail.com,+91 9380636750
